,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179
0,0.5522449,0.50433826,0.5127785,0.5505396,0.5721755,0.615567,0.6037081,0.5732299,0.5934541,0.6038337,0.5939698,0.58742625,1.8020583e-05,7.5645316e-05,0.00013898307,0.00015615954,0.0002618641,0.0045584254,0.025034286,0.06693995,0.33257768,0.4812436,0.14666076,0.113785096,0.35550186,0.24564576,0.12230191,0.059382778,0.13018027,0.37901255,0.43587288,0.40189892,0.38753214,0.17421618,0.12436086,0.267109,0.43794045,0.5408491,0.30568725,0.12808949,0.2690726,0.23745048,0.39797208,0.43295342,0.18836984,0.081034735,0.13433753,0.1672714,0.10966116,0.15236466,0.2621746,0.23423925,0.2498238,0.17052534,0.04492918,0.028611025,0.021811226,0.04407705,0.0799604,0.06402975,0.046611633,0.084797576,0.115897864,0.11874999,0.052701443,0.038700506,0.060232505,0.15888935,0.15537906,0.07322947,0.0346452,0.009134052,0.008029832,0.015395382,0.015893752,0.034608737,0.035093963,0.012037492,0.006473454,0.012773894,0.014029473,0.016039487,0.007863312,0.0045200656,0.0061632427,0.009148891,0.028688567,0.008623622,0.003540382,0.011776812,0.024959864,0.01640305,0.006961378,0.0022624952,0.006925209,0.0042738323,0.005445195,0.007364745,0.011283184,0.018495042,0.018437443,0.03881622,0.037682645,0.04708255,0.053313516,0.081766,0.03563891,0.019546736,0.017591767,0.015923364,0.01375456,0.0078062457,0.008391401,0.0044076317,0.003067156,0.0027732647,0.0012757798,0.0013600589,0.002397888,0.0017736417,0.0023756276,0.0017445831,0.0015366306,0.0010034273,0.0010109477,0.0012379475,0.0017340351,0.0009417299,0.0011413686,0.00198463,0.0027759261,0.0045586196,0.0075193266,0.0073325965,0.006986863,0.0043891296,0.0034137394,0.003691274,0.0047598034,0.006884635,-563.28656,49.648838,-6.105738,10.458235,-5.4917345,-0.33151755,-9.9508915,-0.90741223,-10.08037,-7.562868,-8.875398,-1.2832767,-4.3651705,-6.5104,-3.9879518,-2.0328798,-6.3626323,-3.3422034,-6.8717356,-2.8004644,-3.104227,-6.110979,-5.529979,-1.9060185,-4.011483,-1.9285672,-1.890791,-1.3104874,-1.3790749,-1.7425294,-3.5435374,-0.9126756,-1.7475368,-2.299447,-0.025204644,2.4494703,2.1165104,3.361054,2.0862405,0.37651888
1,0.55073225,0.50848436,0.46680945,0.43848518,0.42821798,0.44535232,0.44452846,0.44447833,0.5004191,0.55167246,0.5544823,0.5567094,2.4654504e-05,3.8214468e-05,4.7636328e-05,6.668037e-05,0.00012797127,0.0014560851,0.012141447,0.06624643,0.19046077,0.32757255,0.6430062,0.5726113,0.281208,0.17619424,0.21485771,0.12198285,0.071621805,0.048039217,0.062112078,0.14669093,0.26568213,0.35455543,1.1783236,1.1535203,0.33783588,0.20683582,0.07563038,0.04883941,0.059477165,0.03689993,0.019594463,0.020089593,0.012730213,0.025505172,0.05912907,0.04536981,0.04973516,0.030654741,0.011418946,0.0056158947,0.006008897,0.0049146716,0.00270904,0.0021181677,0.0027306795,0.0052290647,0.0059971167,0.003691141,0.0027763024,0.002732099,0.0029883329,0.0030608294,0.0034617174,0.005735057,0.005355217,0.006084022,0.0057428074,0.004816002,0.005920717,0.0040231077,0.0043970803,0.0026275814,0.0017930795,0.0024071578,0.004384657,0.005943849,0.0044427817,0.0044367667,0.0037347828,0.0027981673,0.002331951,0.0024977415,0.0024990481,0.002844181,0.0018226336,0.0005974585,0.00036242514,0.0005864395,0.0029364284,0.0021694764,0.0005375218,0.0006002263,0.0011931575,0.0025740964,0.0033837557,0.0007947786,0.0015778487,0.0013205956,0.00055623293,0.00040937503,0.00045150687,0.00075444044,0.000938194,0.00060268526,0.00094383536,0.00074340764,0.0005770846,0.0005438612,0.00047401787,0.00047915374,0.00088693266,0.001171485,0.0015339017,0.0011344517,0.0005407385,0.00026499538,0.00015542946,0.0001506358,0.0001042906,0.00013438864,0.00023361115,0.00030283304,0.0004939153,0.00062004704,0.00082719297,0.0009399107,0.0009380261,0.00082824647,0.000862835,0.0010722004,0.0011342204,0.0012766965,0.0010089882,0.0010816255,0.0020803164,0.0032599384,0.0028074377,0.004221085,-582.41504,53.82776,-6.217736,7.7031937,-1.5356784,4.7516313,-11.035256,-6.7317414,-12.881447,-9.406088,-5.080708,0.43318984,-7.476513,-10.972319,-2.6721673,0.77480286,-7.003614,-5.016933,-4.147609,-4.915509,-4.1639,-3.910877,-3.3797505,-4.715941,-3.120151,0.8843367,-1.7964743,2.0942845,2.084031,1.2106302,2.333152,3.619089,0.79356307,0.7434311,0.66072303,-0.2549137,-0.9675357,0.3785634,-0.33807388,-0.4632408
2,0.6727676,0.60145074,0.54831743,0.4778055,0.4531919,0.51666516,0.5700997,0.59974974,0.6477461,0.6921476,0.70404077,0.70541304,0.008250067,0.0052496865,0.0019378313,0.00078400085,0.00030673464,0.0003749368,0.00035051844,0.00027121388,0.0003659514,0.00041517447,0.0006514094,0.0029867634,0.020201515,0.118282676,0.62741095,1.4532747,2.753515,2.640487,2.4639916,4.261627,13.793903,14.21309,11.779712,20.74428,22.341425,10.979188,1.3726605,0.104204,0.8519911,4.185624,6.419214,5.6198955,3.8307319,4.168126,3.8203692,1.6667417,1.1887865,0.7464584,0.97458225,0.82440656,0.58856255,0.42441413,0.23360778,0.113290586,0.26669267,1.1539243,2.4540138,2.4532518,2.300195,3.4603212,1.9574792,0.3614505,0.12690347,0.099343136,0.05313657,0.16395727,1.7711,4.3267374,2.6672182,0.539746,0.26491496,0.20619608,0.14897642,0.1668642,0.20534936,0.5474755,0.9651965,0.540923,0.24033897,0.21687895,0.15772742,0.1158188,0.20673972,0.61385417,0.3519205,0.35585445,0.29443398,0.38760805,0.42524016,0.060769137,0.045212958,0.043614037,0.022227509,0.023912588,0.026142979,0.02790399,0.037164968,0.061920855,0.022851434,0.01836771,0.018124897,0.027708445,0.02444294,0.026893664,0.04863212,0.07611055,0.042112492,0.029075682,0.027899785,0.030874586,0.036338978,0.029981103,0.010001032,0.0072884313,0.0055886977,0.0032091734,0.0030397095,0.0023931523,0.0019615828,0.0034901572,0.0036726522,0.0037068496,0.005182854,0.00877165,0.005917121,0.0052094543,0.004436329,0.0040991083,0.004067869,0.0049421177,0.0047314726,0.0036980305,0.004041051,0.0045421068,0.0041932515,0.0047614845,0.0039390693,0.004793854,-418.49988,39.591274,-25.592108,-2.8347986,-5.6961985,-2.1065917,-18.492926,-7.5460377,-12.406196,-9.510558,-6.9370213,-1.207587,-9.490372,-9.219841,2.6957364,6.765974,-1.5755744,3.8346798,3.4550912,4.022372,8.320876,6.5968313,5.3438997,3.1112378,1.6144568,0.5066089,-3.047586,-0.4679208,0.7447963,0.51996285,0.28325325,0.21811666,-1.9281654,-2.4865155,-0.5301466,0.35490525,0.46363956,0.58100575,-2.0914624,-1.899596
3,0.6023089,0.6054479,0.55878776,0.5294412,0.5461895,0.5680494,0.5660274,0.52346414,0.5267886,0.5528085,0.5547393,0.565993,0.0015352219,0.0015460209,0.0016752745,0.0013014309,0.0013187375,0.0064383103,0.023979338,0.07816849,0.44577575,0.46056154,0.44988388,0.4726106,0.6119044,1.9594591,2.5356855,0.8801469,0.18408093,0.050002173,0.09111224,0.20122133,0.5510723,1.2307707,2.0571747,3.670288,4.079401,2.9072764,1.6271992,3.2496963,9.005097,4.2041554,0.7594477,0.30934656,0.19228336,0.36320037,0.68865657,0.95445216,1.538428,0.5991743,0.13968839,0.2037764,0.42094985,0.3387699,0.43556204,0.916563,1.7681592,2.2125385,1.1045818,0.37314558,0.27009416,0.1583448,0.07052093,0.087119035,0.14720482,0.34241116,0.29354724,0.40497366,0.3634669,0.21848609,0.11494143,0.06783359,0.13424112,0.21487911,0.187787,0.11890737,0.08671197,0.09700807,0.08824078,0.12299585,0.13712007,0.119818926,0.18893568,0.13733473,0.033642367,0.022405349,0.04903968,0.067864165,0.06486234,0.049668152,0.018023556,0.053534593,0.16339819,0.11958401,0.1259684,0.035976104,0.02926696,0.05998185,0.08253394,0.12490532,0.069641896,0.10243315,0.073440395,0.06742201,0.04805047,0.053021204,0.03652988,0.047889475,0.08843011,0.093434826,0.048381846,0.07178867,0.060883794,0.06574996,0.058063425,0.064807214,0.023879874,0.006056302,0.0043675825,0.0019187538,0.002674143,0.0029710594,0.0036234169,0.0064854864,0.00531546,0.0029710266,0.0043122303,0.0043466617,0.0045629563,0.0023993326,0.004926888,0.0076736053,0.004417076,0.005742972,0.014164017,0.009040627,0.006511952,0.007279758,0.0034948182,0.002358034,-470.2107,48.589825,-8.505514,5.728758,-3.0265071,-2.5719056,-14.422111,0.16104388,-6.6395006,-8.884907,-6.19227,0.9303705,-5.094511,-6.93717,-0.82444924,-1.5591809,-6.4674015,-2.2382336,-6.2281895,-4.7789373,-3.935877,-2.5245457,-2.4201338,-0.32688802,1.2556932,1.8739403,-0.69428295,1.8400353,1.6891422,1.3485409,2.1765645,3.9040473,0.98093456,1.1609231,-0.69490165,-0.9699632,-0.23480186,0.9417005,0.69597286,0.43056616
4,0.556555,0.5034339,0.4731182,0.4792216,0.49547043,0.5224896,0.5321964,0.5406807,0.54561573,0.51252097,0.51673216,0.56315714,2.1066167e-05,9.149574e-05,0.0002883525,0.0004492797,0.0010600146,0.011124159,0.04198001,0.08173121,0.088180594,0.04194874,0.063088626,0.040208694,0.011712526,0.030660817,0.045606647,0.051502507,0.108893745,0.11180316,0.034027934,0.022276621,0.07012905,0.1162454,0.08233414,0.050339483,0.049815204,0.06985773,0.06764377,0.025162816,0.014256429,0.025321832,0.02975785,0.015363833,0.0072770026,0.0054100547,0.003943479,0.006970022,0.010296464,0.004369387,0.0016607299,0.001339298,0.0020600054,0.0024591414,0.0021687397,0.0042996267,0.0075661987,0.0048634196,0.002967126,0.0022988128,0.0025694352,0.0019863888,0.0020661962,0.002479443,0.002578637,0.0027928154,0.0012532035,0.0010762702,0.00111835,0.001880754,0.0022219978,0.00074808503,0.0007180656,0.0019683293,0.0016801768,0.00206299,0.0012394079,0.0006745634,0.0005768302,0.00053160265,0.00079429505,0.0013163766,0.0009794177,0.00059415377,0.00058018597,0.0004489417,0.000725249,0.00047391193,0.00028677718,0.00021211189,0.00029101552,0.00020740068,0.000106151245,0.00012681284,0.0001779151,0.00016336238,0.00010478785,0.00015029863,0.0002283228,0.00020460125,0.00017196481,0.00060800393,0.0006318698,0.0005931941,0.0006479199,0.00065168185,0.0005994933,0.00066217803,0.00074738695,0.0009888442,0.0007696399,0.0009399939,0.0014594541,0.0008699917,0.0007786639,0.0004814581,0.00038661933,0.00029423425,0.00027159194,0.00026335625,0.00032941048,0.0005532477,0.00037773303,0.00042843854,0.0008313048,0.0010623563,0.0012809444,0.0011272116,0.00066622003,0.0006938333,0.0008143164,0.00066925643,0.00044947138,0.00036677014,0.00042060792,0.0009376885,0.0006010438,0.0002933192,0.00046849335,0.00035200582,-650.4923,64.39038,0.82921916,11.523898,-0.3586219,3.5913172,-6.4609547,0.6406636,-12.072952,-4.1151204,-5.8277154,1.0929083,-3.3423955,-6.6309686,-2.0868511,1.4991755,-4.999443,-3.3316884,-3.1312056,-2.4068146,-4.3435264,-2.6890008,-3.7310052,-3.5308042,-2.7855659,-1.622277,-3.3704078,-0.83668524,-2.732546,-2.2470806,-1.3060304,0.050260898,-0.9925385,-0.21336727,-0.35101774,-1.4622618,-2.4545653,-1.0448005,-0.2984788,0.118207976
5,0.60693014,0.58286107,0.5905646,0.60265225,0.62093604,0.6208146,0.62462705,0.5673744,0.5455818,0.5610086,0.59992576,0.62567616,4.1690882e-06,7.535193e-06,1.5027688e-05,2.153566e-05,0.0001359352,0.0030338513,0.011936645,0.020157056,0.010085885,0.0063005066,0.009003515,0.012975336,0.036392223,0.077527516,0.04698636,0.038562108,0.034358446,0.0077002966,0.0019565986,0.004855884,0.010834003,0.010383011,0.021146486,0.057397787,0.06410667,0.029718539,0.00971754,0.0079557905,0.0044182516,0.014922075,0.038992498,0.03391885,0.009164615,0.0011545427,0.00030435034,0.00057308056,0.0010807271,0.0027539367,0.003117265,0.0035158764,0.012732914,0.023285264,0.011297968,0.0015626681,0.00022320851,0.0002646732,0.00040461507,0.00038718217,0.0010335916,0.0031036646,0.0021455055,0.00094154803,0.00040806126,0.0001230046,0.00019865744,0.00022354435,0.00020647109,0.00019116455,0.0002571962,0.00022924117,0.00013481377,0.00014838246,0.0006494014,0.0005814451,0.0010462342,0.0015772622,0.00065722904,0.00068285543,0.00021688957,0.00037370442,0.0013851948,0.001073633,0.00026413723,0.00017834723,0.00043206546,0.0013801461,0.0028124743,0.00067865266,6.926731e-05,5.1725663e-05,0.00018010737,0.00049679645,0.00038075456,0.00014976703,5.2958007e-05,3.359257e-05,9.136289e-05,6.0780647e-05,2.0488562e-05,3.9654635e-05,6.6678585e-05,0.00016189709,7.353794e-05,5.7545498e-05,9.005891e-05,9.058509e-05,6.592418e-05,0.000110362336,0.00012031873,0.00013769088,0.00020642192,0.00037800908,0.0003295614,0.00010102556,0.00010078939,2.036443e-05,3.806326e-05,7.073159e-05,5.4382952e-05,3.8300837e-05,5.0914183e-05,7.124255e-05,9.769208e-05,6.0741677e-05,0.0001972918,0.00024259198,0.00023358551,0.0003307581,0.0002964299,0.0001727907,0.00016253532,0.00010352316,0.00011544877,3.5626726e-05,3.8701077e-05,3.2238328e-05,5.3507018e-05,6.461082e-05,-699.4721,72.06031,7.2975764,10.884043,3.8731945,2.3454242,-9.802934,-5.9796715,-11.092628,-4.559789,-3.8955486,-1.7496175,-6.4008,-7.0830946,-1.1142749,-1.1124004,-5.4018517,-2.5727677,-3.0246847,-6.011646,-4.0664344,-2.7074401,-4.730679,-3.3245692,-2.0315812,-0.54941046,-1.1319444,-0.18199117,-2.2305424,-1.3923539,-1.2876986,-1.275755,-0.7412541,-0.5871272,0.46501184,-0.0022260828,-2.251985,-1.5695761,-1.7862349,-2.8367305
6,0.79504925,0.6690471,0.6079528,0.5428627,0.5413024,0.5349501,0.5733569,0.5870441,0.62211895,0.6600239,0.7428028,0.85707843,1.00840225e-05,7.0053784e-06,9.676384e-06,2.9186598e-05,0.00010861968,0.00035390464,0.0015069683,0.0034852822,0.022586865,0.10083998,0.24856704,0.13760722,0.14547269,0.07067451,0.019826317,0.012072795,0.009143311,0.0061423406,0.016291143,0.0805662,0.21728446,0.23793921,0.13468105,0.15292044,0.15148968,0.14102769,0.07386342,0.03352736,0.017886577,0.008033398,0.02004719,0.07092426,0.08353311,0.042888395,0.041105084,0.039022427,0.020840889,0.0067246314,0.0051473775,0.0040777135,0.0035788235,0.0038782111,0.003706273,0.0044702194,0.0030842887,0.002049558,0.0033796735,0.0033429163,0.0017940316,0.00075977633,0.00051671144,0.0004909381,0.0008149173,0.0016555361,0.0024606981,0.0025096936,0.002161382,0.0007481527,0.0014953216,0.001818615,0.0050750687,0.0026569322,0.0014105742,0.0016796837,0.0017993384,0.0020853027,0.0034887393,0.0052385153,0.0050897584,0.0040373006,0.0013781857,0.0014550304,0.0052058185,0.009397626,0.005220039,0.0005615076,0.0010378582,0.0015948752,0.0010267228,0.00083404174,0.00037604588,0.0013605964,0.0014075569,0.00031295384,0.00035919066,0.00033318295,0.0002372959,0.0002999565,0.0005624473,0.0004633438,0.00021657303,0.0006189711,0.001478909,0.0003877125,9.026233e-05,0.00028200066,0.00021177685,0.00016332227,0.00033173108,0.0007212357,0.00082881795,0.00035923778,0.0006399116,0.00042984684,0.0006225917,0.0005912528,0.00047103327,0.00022225849,0.00034346877,0.00025527435,0.0001866162,0.00010852781,0.00015727522,0.00014158826,0.0005290746,0.0006738052,0.00050805096,0.0006680588,0.0010575365,0.0012004822,0.0022700946,0.0029104408,0.0034079484,0.003572801,0.00228949,0.0010645511,0.001351141,0.0018139016,-634.4853,71.03975,-6.5669284,7.721408,-0.305422,6.9913554,-15.028294,-12.167973,-16.926113,-4.678616,-3.3898432,-0.9239802,-9.096961,-9.490169,-1.7453601,1.9089248,-6.967602,-2.9453428,-5.283939,-5.6623764,-4.560036,-5.100846,-4.1612053,-4.665124,-3.6084251,-1.4789684,-3.6845655,-1.1685851,-0.74372,1.3732914,2.1550295,4.9872003,5.3697915,4.678849,4.1409407,4.312963,-0.22086601,-1.0591358,-1.3131528,-0.4879917
7,0.6247056,0.5800803,0.5703746,0.6061122,0.65716237,0.6644743,0.65065247,0.66281456,0.67556685,0.6464624,0.6106352,0.6330976,1.3924376e-05,3.9764676e-05,9.948911e-05,0.000153666,0.00047300986,0.017167216,0.10260906,0.17204879,0.3522364,0.1847773,0.026614582,0.003977359,0.008089274,0.067704566,0.12238879,0.16966511,0.47776338,0.4927997,0.2150313,0.08694649,0.04000026,0.039871585,0.066891804,0.122842364,0.14411008,0.13194036,0.10105056,0.11464583,0.10188544,0.039308574,0.010460989,0.011223204,0.011702652,0.01668733,0.03920654,0.16037731,0.29416767,0.13400085,0.036127627,0.007853915,0.0034682646,0.002204748,0.0017430502,0.0065709967,0.013385055,0.011247857,0.016741654,0.01316144,0.0030340455,0.0012509708,0.0019813047,0.004038565,0.0042552953,0.0047219167,0.004178987,0.0041268263,0.0036051203,0.0008876881,0.001559279,0.0016768754,0.0016642112,0.0018071026,0.0007084889,0.00045266823,0.0009513932,0.0016213505,0.002123562,0.0011289859,0.0010307619,0.001073946,0.0015323332,0.0016048084,0.0014689636,0.0012505453,0.0018288388,0.0012229686,0.0012314679,0.0009181213,0.00047633014,0.00022565627,0.0004957367,0.0006929568,0.00040282912,0.000416632,0.00047860885,0.00047573363,0.0005426318,0.00070507376,0.0012432563,0.0017300721,0.0012568403,0.0009283511,0.0012545104,0.0019195059,0.0026358883,0.0025510872,0.0018346078,0.002587991,0.0023531492,0.0017005235,0.0015742211,0.0011017424,0.0012768758,0.00069046067,0.0005273572,0.00054002315,0.0006832218,0.00079686916,0.00036142668,0.00057724613,0.001392474,0.0021778916,0.0018547549,0.0025394855,0.0043463022,0.007228971,0.008799645,0.0056249416,0.006484766,0.0069227084,0.0062681036,0.0071164183,0.0074403402,0.00982019,0.009857833,0.0055682543,0.010700863,0.014352678,-600.0875,59.866695,6.064599,18.247078,-2.0502331,7.751212,-12.605536,-2.6126616,-10.890645,-7.04582,-7.5973454,2.069534,-6.358903,-9.970415,-1.326732,-1.9251844,-6.1050014,-4.134104,-5.692594,-2.16008,-4.5412264,-3.7887788,-5.213265,-3.9777038,-3.294854,-3.3431222,-5.5702353,-3.2839634,-4.162535,-3.9451036,-4.649134,-3.7545955,-3.4518778,-3.1422782,-4.4710584,-2.261098,-2.2556105,-0.4772169,1.1864766,1.9488382
8,0.72440326,0.7258536,0.6882025,0.66687995,0.67873657,0.6560612,0.6505239,0.64436775,0.6729935,0.67373216,0.704903,0.7265692,4.109991e-05,0.00012876152,0.0002045032,0.00017328074,0.00012010604,0.0005202057,0.0030701235,0.009253914,0.05046804,0.13412616,0.44754004,0.7620409,0.94645005,0.958687,0.85887325,0.7437079,0.6927604,0.41809765,0.27444184,0.24199542,0.38874763,0.57392406,1.3558016,1.7673761,1.1264898,0.7961578,0.4956534,0.37547398,0.47929177,0.3280375,0.36336187,0.6046732,0.4400282,0.49325112,1.4150381,1.1540154,0.50364023,0.2423589,0.17702167,0.13811702,0.15424426,0.18320887,0.13204075,0.1416276,0.11676398,0.14703622,0.27502713,0.28735676,0.20913109,0.13807997,0.07206949,0.050108783,0.04935235,0.076292716,0.13248187,0.08283879,0.042971127,0.011685634,0.015387365,0.010955919,0.010511717,0.0132268425,0.026956445,0.10934078,0.05492427,0.012870344,0.014436147,0.021368342,0.065657236,0.16621755,0.05613799,0.020207146,0.03582915,0.028181091,0.07288615,0.057624396,0.04845711,0.032635078,0.015562968,0.021586373,0.012961211,0.012176511,0.013268864,0.02811544,0.02796776,0.010257576,0.005907527,0.008960912,0.009720312,0.0058668754,0.0062402976,0.0067069503,0.007248109,0.003986441,0.0051420513,0.00634352,0.0049860296,0.011333721,0.013062964,0.00771252,0.011149027,0.013452497,0.005680351,0.0058865957,0.0028245344,0.0019171712,0.0017374859,0.0020590113,0.0026898463,0.0029420552,0.004576703,0.003822936,0.004212252,0.0044138287,0.004194391,0.0029230309,0.0016778273,0.002099397,0.0016046743,0.0035685236,0.005244052,0.010944753,0.01292025,0.015015128,0.016787486,0.016902104,0.010595694,0.009702675,-538.68353,53.07105,-7.990158,1.0590999,-5.0612955,1.4353328,-16.121513,-7.4946203,-11.946774,-6.2145114,-7.865436,-1.7555795,-9.163767,-5.316302,-2.135327,-2.5693362,-6.042194,-2.5666142,-6.058301,-3.3246815,-0.61154574,-1.167721,-1.1742494,-1.9158021,-1.9325463,2.5659623,-0.71407354,1.2076724,2.0252256,2.7947612,1.40092,2.2645383,0.810961,-0.26281142,-2.0208476,-1.4380604,-0.993337,1.0570259,0.0143693155,-0.25102255
9,0.538505,0.4959738,0.48623872,0.51489735,0.55742544,0.52040315,0.48774934,0.4843194,0.54144824,0.50927603,0.51648897,0.559957,3.052578e-06,1.5710675e-05,5.9948023e-05,9.640385e-05,7.7509656e-05,0.00096570613,0.006681817,0.019217521,0.12197825,0.17880583,0.07662164,0.0477019,0.05283436,0.14786145,0.31239545,0.17189194,0.03934748,0.038511634,0.03504648,0.020198232,0.03132629,0.106729485,0.21611226,0.120969936,0.075325586,0.060788665,0.09407045,0.114588045,0.14014448,0.081046686,0.042099357,0.03737842,0.022031687,0.02173967,0.11565914,0.18702656,0.10709139,0.02685037,0.0034256722,0.002287169,0.008832401,0.02741182,0.041033175,0.061270256,0.038489014,0.012928272,0.01324637,0.008663378,0.004398047,0.0027985747,0.0015132928,0.0018772497,0.0032158939,0.0038075256,0.002768244,0.0016737315,0.0007221025,0.0011072898,0.007853458,0.006562697,0.0024574324,0.0020361978,0.00852305,0.019861069,0.008816995,0.0018507558,0.0015698837,0.0026055358,0.008913209,0.008691232,0.005624623,0.0028059392,0.0027511832,0.0036035466,0.0042668995,0.0010151707,0.0012461005,0.0008748409,0.0006712246,0.0014787973,0.0025710827,0.0012713476,0.0011126613,0.0018669293,0.0020102647,0.0013281101,0.002142305,0.0013763092,0.00040466644,0.00033453637,0.00089105836,0.0008737542,0.00013138325,9.951443e-05,0.00015577553,0.00036228317,0.0002866228,0.00035582474,0.00048916705,0.0010334153,0.0011806743,0.0010869509,0.00051111693,0.00035132788,0.00026483825,0.0003761097,0.0002813771,0.00022232227,0.00018168888,0.0002041851,0.00011646899,0.00010812512,7.1479786e-05,3.289535e-05,3.5668767e-05,8.172144e-05,9.886392e-05,0.00013033557,8.575516e-05,9.002612e-05,0.0002960218,0.00032747592,0.00029567606,0.00017807467,0.00022812246,0.00013141449,4.976632e-05,3.730311e-05,-634.4156,60.700737,-4.737706,2.8596609,-0.49712345,-0.025504423,-11.302063,-6.2819915,-9.782394,-4.028159,-2.6037016,-1.5207692,-7.3608003,-4.6950507,-2.1937492,-4.6264105,-3.7964478,-1.9562703,-6.7047224,-5.1904054,-2.0078573,-3.0807095,-2.2408473,-1.05619,-1.0015306,1.2355305,-0.3662328,-1.3851987,-0.16471644,-0.8626314,-1.8265619,0.6907572,0.46383896,-0.8989773,-0.039032258,-0.69746363,-1.3589636,0.5331102,0.6869709,1.6126815
